Compound_ID,MW,LogP,HBD,HBA,Predicted_dG,Lipinski_Violations,Drug_Like,Binding_Category
VL_0944,390.0824136220617,2.485211586753884,3,7,-8.092393978937732,0,True,Moderate
VL_0945,584.6636996047666,3.932357834784076,1,9,-10.129056289377289,1,True,Strong
VL_0946,292.99152336738473,2.445584495934549,1,3,-6.9820592040459575,0,True,Weak
VL_0947,247.4474829075261,3.56565059085328,4,3,-7.175032816239316,0,True,Moderate
VL_0948,330.80919301187555,2.9561057794725323,1,6,-7.48827156010656,0,True,Moderate
VL_0949,395.4413983644502,4.689075376158252,4,7,-8.099817990842494,0,True,Moderate
VL_0950,424.33394493226916,2.9229094146172705,0,2,-7.154713573093576,0,True,Moderate
VL_0951,375.876394214367,0.3404512976896781,3,9,-8.001776440476196,0,True,Moderate
VL_0952,435.20553965142966,4.892882251070987,3,5,-8.664892539682532,0,True,Moderate
VL_0953,274.8460575809556,1.6414015487060716,3,5,-8.124891150793655,0,True,Moderate
VL_0954,544.3764604073259,2.01935049202677,2,3,-9.242159999999991,1,True,Strong
VL_0955,391.7848821607431,2.106508058934762,1,6,-7.546594941058943,0,True,Moderate
VL_0956,511.7295831588128,5.061657139756226,0,6,-9.696980301587299,2,False,Strong
VL_0957,434.27253463777043,-0.20351132096804303,2,4,-8.563905611111101,0,True,Moderate
VL_0958,445.6753219153784,7.70662280048999,2,6,-8.729901119047609,1,True,Moderate
VL_0959,456.9767280232204,4.584085213599078,2,8,-8.560957174603168,0,True,Moderate
VL_0960,444.7708560017315,3.3348583711937394,3,4,-8.728525920634914,0,True,Moderate
VL_0961,464.2722759867544,2.9176589990755706,3,6,-8.795095888888884,0,True,Moderate
VL_0962,532.9152530132432,3.4283311122864855,1,4,-10.620544166666663,1,True,Strong
VL_0963,419.652116970147,3.7816836425690075,2,9,-7.742116566239316,0,True,Moderate
VL_0964,470.9003757588512,3.9678233789250856,1,5,-8.508171439393932,0,True,Moderate
VL_0965,391.02643057127733,3.833406699005173,2,7,-7.944188286297041,0,True,Moderate
VL_0966,544.0117215449472,3.134371021882873,0,2,-10.256695,1,True,Strong
VL_0967,332.360769794073,2.703992369539011,1,4,-7.434958964868466,0,True,Moderate
VL_0968,580.0940432910816,2.7730900745197324,1,4,-10.26136,1,True,Strong
VL_0969,395.9842049355657,2.7076375794709784,2,7,-7.912742357725611,0,True,Moderate
VL_0970,256.9224897881952,4.700655145300597,1,3,-7.020623112776113,0,True,Moderate
VL_0971,412.8104414910789,3.890335083421293,1,4,-7.400320727855477,0,True,Moderate
VL_0972,331.89483425251194,-1.4105829519964201,2,3,-7.192099944444453,0,True,Moderate
VL_0973,484.0643548988724,3.9838511647946415,4,3,-8.712332317460312,0,True,Moderate
VL_0974,334.7376020697609,3.2921042920781622,0,2,-6.936373001665007,0,True,Weak
VL_0975,355.381656678522,2.9719368653311538,1,10,-7.243758881535134,0,True,Moderate
VL_0976,211.0459269054469,2.417222320366671,4,3,-6.217322133699632,0,True,Weak
VL_0977,354.7693680750923,4.68616907997902,2,2,-7.245598090048845,0,True,Moderate
VL_0978,157.61206733710432,4.421289693184287,1,6,-5.621360214285716,0,True,Weak
VL_0979,241.60971765142767,1.8406834982645863,1,4,-6.69634877958153,0,True,Weak
VL_0980,476.04146561442974,3.610578430686803,3,6,-8.757854531746029,0,True,Moderate
VL_0981,478.5800158650832,1.542514898188071,1,2,-8.263479952380942,0,True,Moderate
VL_0982,442.5457561784965,0.9305727528166043,3,4,-8.679333111111102,0,True,Moderate
VL_0983,303.3023856870787,2.059924163115052,3,9,-8.052481435286937,0,True,Moderate
VL_0984,395.228864385802,4.293590208574138,2,10,-7.837333349789102,0,True,Moderate
VL_0985,399.63974609094316,4.42968756806413,2,5,-8.020281270424022,0,True,Moderate
VL_0986,284.1635310807457,3.7696281301459393,4,2,-7.618791705128209,0,True,Moderate
VL_0987,550.339830176715,4.087643680271996,1,3,-10.28016218253968,1,True,Strong
VL_0988,487.73622905756713,3.7742674306724373,1,7,-8.6180191060606,0,True,Moderate
VL_0989,377.90358261703363,2.0377776071655718,2,6,-8.104999091852596,0,True,Moderate
VL_0990,402.6885838994531,3.6478838170109107,1,4,-7.453394952963704,0,True,Moderate
VL_0991,420.83828079475524,4.200614287841523,3,2,-7.600341689255191,0,True,Moderate
VL_0992,195.82651315757093,4.131436994720362,3,7,-5.942904038461538,0,True,Weak
VL_0993,375.2822617479403,4.783370057211965,4,6,-8.356136689255194,0,True,Moderate
VL_0994,331.80157520022016,4.062455770801596,1,7,-7.409741560106563,0,True,Moderate
VL_0995,299.83799901050844,3.5271723113123743,1,7,-7.4305542267732285,0,True,Moderate
VL_0996,371.8899707114045,4.605225357474641,1,3,-7.053950616744371,0,True,Moderate
VL_0997,579.7686526849523,2.96021811112641,1,3,-10.239265,1,True,Strong
VL_0998,464.084286126701,1.6771880231584233,2,4,-8.581557555555548,0,True,Moderate
VL_0999,342.8821010217203,2.755399554084354,0,5,-7.2686720958208495,0,True,Moderate
VL_1000,457.25827813561585,1.8826460327903263,1,2,-8.253729447330437,0,True,Moderate
